event_id,event_time,event_source,event_name,aws_region,source_ip,user_agent,identity_arn,identity_type,user_name,error_code,error_message,request_parameters,session_context,is_new_ip_for_identity,is_new_region_for_identity,event_hour,is_off_hours,call_frequency_10m,target_user_is_different,is_privilege_action,error_status,mfa_authenticated,data_source,attack_type,scenario_id,experiment_id,is_threat
dd95e117-b9f9-468d-894b-5e65ffae211d,2026-09-10T13:33:22.771908+00:00,iam.amazonaws.com,DeleteAccessKey,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": null}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:33:22.771908+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,0,0,0,simulated_sandbox,rogue_credential_creation,SCN-IAM-PE-03,exp-iam-key-cr-018fe3,1
656a0d9a-caee-4b4b-91d0-9d6c5b3d7b5a,2026-09-10T13:32:16.534863+00:00,iam.amazonaws.com,CreateAccessKey,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": null}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:32:16.534863+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,1,0,0,simulated_sandbox,rogue_credential_creation,SCN-IAM-PE-03,exp-iam-key-cr-497b11,1
99f9efcc-7fd7-4b66-9f80-837b24d50a99,2026-09-10T13:32:31.534863+00:00,iam.amazonaws.com,UpdateAccessKey,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": null}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:32:31.534863+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,1,0,0,simulated_sandbox,rogue_credential_creation,SCN-IAM-PE-03,exp-iam-key-cr-497b11,1
3a705b77-5897-4e5c-968b-8f350f32b892,2026-09-10T13:32:46.534863+00:00,iam.amazonaws.com,DeleteAccessKey,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": null}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:32:46.534863+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,0,0,0,simulated_sandbox,rogue_credential_creation,SCN-IAM-PE-03,exp-iam-key-cr-497b11,1
66ffa1f1-123f-4591-b9f9-5617a68a4d62,2026-09-10T13:32:52.718271+00:00,iam.amazonaws.com,PutUserPolicy,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sec_sandbox_test_user"", ""roleName"": null}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:32:52.718271+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,1,1,0,0,simulated_sandbox,inline_policy_injection,SCN-IAM-PE-02,exp-iam-put-usr-c65b23,1
f79564d8-54b1-4e7f-be55-28e4eb2e5a15,2026-09-10T13:33:07.718271+00:00,iam.amazonaws.com,DeleteUserPolicy,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sec_sandbox_test_user"", ""roleName"": null}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:33:07.718271+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,1,0,0,0,simulated_sandbox,inline_policy_injection,SCN-IAM-PE-02,exp-iam-put-usr-c65b23,1
39100523-3fb7-4f5d-8f5b-45eedd68a683,2026-09-10T13:32:52.824803+00:00,iam.amazonaws.com,AttachRolePolicy,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": ""sec_sandbox_test_role""}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:32:52.824803+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,1,0,0,simulated_sandbox,role_inline_policy_backdoor,SCN-IAM-PE-04,exp-iam-role-pol-417fa3,1
ae016b74-3d21-4ad7-8194-0326a44dcc6b,2026-09-10T13:33:07.824803+00:00,iam.amazonaws.com,PutRolePolicy,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": ""sec_sandbox_test_role""}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:33:07.824803+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,1,0,0,simulated_sandbox,role_inline_policy_backdoor,SCN-IAM-PE-04,exp-iam-role-pol-417fa3,1
595bccf1-a81e-4130-8b70-4b973521c5b0,2026-09-10T13:33:22.824803+00:00,iam.amazonaws.com,DetachRolePolicy,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": ""sec_sandbox_test_role""}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:33:22.824803+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,0,0,0,simulated_sandbox,role_inline_policy_backdoor,SCN-IAM-PE-04,exp-iam-role-pol-417fa3,1
e4ab8d03-cb3a-4f0b-a6c8-8dda1e64b3f9,2026-09-10T13:33:37.824803+00:00,iam.amazonaws.com,DeleteRolePolicy,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": ""sec_sandbox_test_role""}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:33:37.824803+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,0,0,0,simulated_sandbox,role_inline_policy_backdoor,SCN-IAM-PE-04,exp-iam-role-pol-417fa3,1
21aeeb67-ffb0-4e8a-b4d0-be5cea7939a8,2026-09-10T13:32:52.878596+00:00,iam.amazonaws.com,AssumeRole,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": ""sec_sandbox_test_role""}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:32:52.878596+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,1,0,0,simulated_sandbox,unauthorized_role_assumption,SCN-IAM-PE-05,exp-iam-sts-ass-ee8a83,1
b4292faf-9969-49ca-9990-b87c450bc12d,2026-09-10T13:33:07.878596+00:00,iam.amazonaws.com,PassRole,us-east-1,198.51.100.24,aws-cli/2.11.0 Python/3.11.2 Linux/5.15.0,arn:aws:iam::123456789012:user/sandbox_operator,IAMUser,sandbox_operator,,,"{""userName"": ""sandbox_operator"", ""roleName"": ""sec_sandbox_test_role""}","{""sessionIssuer"": {}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2026-09-10T13:33:07.878596+00:00"", ""mfaAuthenticated"": ""false""}}",1,0,13,0,12,0,1,0,0,simulated_sandbox,unauthorized_role_assumption,SCN-IAM-PE-05,exp-iam-sts-ass-ee8a83,1
