event_time,event_source,event_name,aws_region,source_ip,user_agent,identity_arn,identity_type,user_name,is_new_ip_for_identity,is_new_region_for_identity,event_hour,is_off_hours,call_frequency_10m,target_user_is_different,is_privilege_action,error_status,mfa_authenticated,data_source,attack_type,scenario_id,is_threat
2026-04-26T11:01:20Z,iam.amazonaws.com,UpdateAccessKey,us-east-1,172.16.35.75,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,11,0,3,0,1,1,1,synthetic,none,syn-std-bg-2893,0
2026-04-24T00:02:09Z,iam.amazonaws.com,ListUsers,sa-east-1,185.220.101.5,Pacu/v1.4.0,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,1,0,1,6,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-9430,1
2026-04-18T14:41:04Z,iam.amazonaws.com,AttachRolePolicy,us-east-2,192.168.1.51,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,1,14,0,50,0,1,0,1,synthetic,privilege_escalation_role_policy,syn-std-th-6025,1
2026-04-28T02:24:25Z,ec2.amazonaws.com,DescribeInstances,us-east-1,10.200.1.5,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,0,2,1,2,0,0,1,0,synthetic,none,syn-std-bg-4044,0
2026-04-22T09:00:15Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,172.16.1.67,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,0,9,0,12,0,1,0,0,synthetic,none,syn-std-bg-5323,0
2026-04-25T05:06:12Z,iam.amazonaws.com,PutRolePolicy,us-east-1,10.200.1.6,curl/7.88.1,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,0,5,1,41,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-8510,1
2026-04-29T09:02:16Z,iam.amazonaws.com,PutRolePolicy,us-east-2,198.51.100.24,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,1,9,0,21,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-4358,1
2026-04-02T09:14:59Z,iam.amazonaws.com,PassRole,us-east-1,104.244.76.13,python-requests/2.31.0,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,9,0,6,0,1,1,0,synthetic,pass_role_privilege_escalation,syn-std-th-6327,1
2026-04-17T11:42:36Z,iam.amazonaws.com,AttachUserPolicy,sa-east-1,198.51.100.24,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,1,11,0,51,0,1,0,0,synthetic,privilege_escalation_user_policy,syn-std-th-2264,1
2026-04-21T10:22:32Z,iam.amazonaws.com,ListUsers,us-east-1,10.50.2.11,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,10,0,8,0,0,0,0,synthetic,none,syn-seq-benign-0284,0
2026-04-15T11:44:48Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,11,0,6,0,1,1,1,synthetic,none,syn-std-bg-7253,0
2026-05-01T12:45:14Z,sts.amazonaws.com,GetCallerIdentity,us-west-2,10.50.2.11,Python/3.11 aiobotocore/2.5.0,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,12,0,3,0,0,0,0,synthetic,none,syn-std-bg-2677,0
2026-04-17T01:32:11Z,ec2.amazonaws.com,DescribeSecurityGroups,us-east-1,172.16.8.232,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,0,1,1,4,0,0,0,0,synthetic,none,syn-std-bg-4556,0
2026-04-29T01:22:03Z,iam.amazonaws.com,CreateAccessKey,us-east-2,45.154.255.99,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,1,0,1,1,12,0,1,0,0,synthetic,rogue_credential_creation,syn-seq-threat-0106,1
2026-04-13T18:19:16Z,iam.amazonaws.com,AttachRolePolicy,us-west-2,10.50.2.10,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,18,0,5,0,1,0,1,synthetic,none,syn-std-bg-9915,0
2026-04-14T13:29:31Z,sts.amazonaws.com,AssumeRole,ap-southeast-1,172.16.30.218,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,1,13,0,15,0,1,0,0,synthetic,none,syn-seq-benign-0273,0
2026-04-01T06:25:04Z,iam.amazonaws.com,ListUsers,sa-east-1,172.16.35.14,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,1,6,0,7,0,0,0,1,synthetic,none,syn-std-bg-2396,0
2026-04-21T15:42:50Z,iam.amazonaws.com,UpdateAccessKey,us-east-2,10.200.1.6,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,1,15,0,8,0,1,0,0,synthetic,none,syn-std-bg-7526,0
2026-04-07T09:57:52Z,sts.amazonaws.com,AssumeRole,us-east-2,172.16.10.228,Python/3.11 aiobotocore/2.5.0,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,1,9,0,5,0,1,0,1,synthetic,none,syn-std-bg-6451,0
2026-04-04T10:11:33Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,10,0,27,1,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-4225,1
2026-04-28T19:10:45Z,iam.amazonaws.com,PutRolePolicy,us-west-2,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,1,19,0,12,0,1,0,0,synthetic,none,syn-std-bg-9716,0
2026-04-22T03:45:40Z,iam.amazonaws.com,UpdateAccessKey,us-east-2,185.220.101.5,python-requests/2.31.0,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,1,3,1,24,1,1,0,0,synthetic,credential_activation_abuse,syn-std-th-9492,1
2026-04-17T04:18:47Z,sts.amazonaws.com,AssumeRole,us-east-1,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,4,1,2,0,1,0,0,synthetic,none,syn-std-bg-5290,0
2026-04-28T22:12:02Z,sts.amazonaws.com,AssumeRole,us-east-1,10.10.15.23,Python/3.11 aiobotocore/2.5.0,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,22,1,6,0,1,0,0,synthetic,none,syn-std-bg-9029,0
2026-04-11T17:48:11Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,10.100.4.12,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,0,17,0,31,0,1,0,1,synthetic,privilege_escalation_user_policy,syn-std-th-7840,1
2026-04-28T12:42:00Z,iam.amazonaws.com,PassRole,us-east-1,172.16.14.42,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,0,12,0,32,0,1,0,0,synthetic,none,syn-std-bg-5182,0
2026-04-11T03:18:09Z,sts.amazonaws.com,GetCallerIdentity,sa-east-1,198.51.100.24,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,1,3,1,2,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0015,1
2026-04-28T02:46:24Z,iam.amazonaws.com,CreateAccessKey,eu-west-1,10.50.2.10,Python/3.11 aiobotocore/2.5.0,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,1,2,1,1,0,1,0,0,synthetic,none,syn-std-bg-2372,0
2026-04-24T13:22:24Z,iam.amazonaws.com,CreateAccessKey,us-east-1,10.50.2.10,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,13,0,1,0,1,0,0,synthetic,none,syn-std-bg-7005,0
2026-04-20T16:59:51Z,iam.amazonaws.com,PassRole,sa-east-1,194.26.29.112,curl/7.88.1,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,1,16,0,7,1,1,1,1,synthetic,pass_role_privilege_escalation,syn-std-th-4731,1
2026-04-21T01:11:59Z,iam.amazonaws.com,CreateAccessKey,eu-west-1,45.154.255.99,python-requests/2.31.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,1,1,1,1,1,1,1,0,synthetic,rogue_credential_creation,syn-std-th-1581,1
2026-04-29T20:06:58Z,sts.amazonaws.com,AssumeRole,us-east-1,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,20,0,3,0,1,0,0,synthetic,none,syn-std-bg-2639,0
2026-04-03T06:54:50Z,sts.amazonaws.com,AssumeRole,us-east-1,192.168.1.50,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,0,6,0,3,0,1,0,1,synthetic,none,syn-std-bg-2112,0
2026-04-02T12:37:48Z,iam.amazonaws.com,AttachUserPolicy,sa-east-1,10.100.4.15,python-requests/2.31.0,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,1,12,0,2,0,1,1,0,synthetic,privilege_escalation_user_policy,syn-std-th-8337,1
2026-04-27T21:54:38Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,104.244.76.13,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,21,1,7,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-4049,1
2026-04-08T17:05:37Z,sts.amazonaws.com,AssumeRole,us-east-1,104.244.76.13,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,1,0,17,0,19,0,1,1,0,synthetic,unauthorized_role_assumption,syn-std-th-1059,1
2026-04-17T10:21:20Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,192.168.1.51,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,0,10,0,15,0,1,0,1,synthetic,none,syn-std-bg-6370,0
2026-04-23T22:21:39Z,iam.amazonaws.com,ListUsers,us-east-1,45.154.255.99,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,22,1,6,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0147,1
2026-04-13T11:48:16Z,iam.amazonaws.com,AttachRolePolicy,eu-west-1,192.168.1.51,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,1,11,0,9,0,1,0,1,synthetic,none,syn-std-bg-8355,0
2026-04-26T13:40:59Z,iam.amazonaws.com,UpdateAccessKey,us-east-2,10.100.4.15,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,0,13,0,2,1,1,0,0,synthetic,none,syn-std-bg-1793,0
2026-04-25T01:19:11Z,iam.amazonaws.com,PassRole,us-west-2,203.0.113.88,python-requests/2.31.0,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,1,1,1,13,1,1,0,0,synthetic,pass_role_privilege_escalation,syn-seq-threat-0117,1
2026-04-29T11:34:49Z,sts.amazonaws.com,AssumeRole,us-east-1,10.50.2.11,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,11,0,6,0,1,0,1,synthetic,none,syn-std-bg-7440,0
2026-04-09T23:43:04Z,sts.amazonaws.com,AssumeRole,us-east-1,10.200.1.5,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,0,23,1,1,0,1,0,0,synthetic,none,syn-std-bg-1506,0
2026-05-01T19:22:40Z,iam.amazonaws.com,PutRolePolicy,us-west-2,192.168.10.40,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,1,19,0,6,1,1,0,0,synthetic,none,syn-std-bg-2796,0
2026-04-08T16:46:45Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,198.51.100.24,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,0,16,0,16,0,0,1,1,synthetic,cloud_intrusion_threat,syn-std-th-8017,1
2026-04-16T23:51:32Z,iam.amazonaws.com,CreateAccessKey,us-east-1,172.16.31.28,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,23,1,5,0,1,0,1,synthetic,none,syn-std-bg-4116,0
2026-04-10T08:48:01Z,iam.amazonaws.com,PutRolePolicy,sa-east-1,10.200.1.6,python-requests/2.31.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,1,8,0,32,1,1,0,1,synthetic,role_inline_policy_backdoor,syn-std-th-2419,1
2026-04-08T06:32:06Z,ec2.amazonaws.com,DescribeSecurityGroups,us-east-1,10.200.1.5,aws-sdk-go/v2.1.0,arn:aws:iam::123456789012:role/JenkinsCICDRunner,AssumedRole,JenkinsCICDRunner,0,0,6,0,8,0,0,0,0,synthetic,none,syn-std-bg-6094,0
2026-04-26T16:37:26Z,sts.amazonaws.com,AssumeRole,us-east-1,192.168.1.88,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,16,0,8,0,1,0,1,synthetic,none,syn-std-bg-8171,0
2026-04-10T12:06:33Z,ec2.amazonaws.com,DescribeSecurityGroups,us-east-1,172.16.5.183,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,12,0,16,0,0,0,0,synthetic,none,syn-std-bg-7318,0
2026-04-26T15:34:21Z,iam.amazonaws.com,PutUserPolicy,us-east-1,198.51.100.24,Kali-Linux-CloudSploit,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,1,0,15,0,48,0,1,1,0,synthetic,inline_policy_injection,syn-std-th-5367,1
2026-04-25T09:12:30Z,ec2.amazonaws.com,DescribeInstances,eu-west-1,192.168.1.50,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,1,9,0,12,0,0,0,1,synthetic,none,syn-seq-benign-0245,0
2026-04-21T20:10:46Z,iam.amazonaws.com,UpdateAccessKey,us-east-1,10.50.2.10,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,20,0,9,0,1,0,1,synthetic,none,syn-std-bg-5531,0
2026-04-03T01:42:03Z,iam.amazonaws.com,CreateAccessKey,us-west-2,194.26.29.112,Pacu/v1.4.0,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,0,1,1,1,1,1,1,0,synthetic,rogue_credential_creation,syn-std-th-6047,1
2026-05-01T10:50:22Z,iam.amazonaws.com,ListUsers,us-east-1,10.10.15.23,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,10,0,8,0,0,0,0,synthetic,none,syn-std-bg-7225,0
2026-04-05T09:15:04Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,192.168.1.88,python-requests/2.31.0,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,9,0,6,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0177,1
2026-04-21T10:05:52Z,sts.amazonaws.com,AssumeRole,us-east-1,192.168.1.88,botocore/1.29.0 raw-script,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,10,0,51,1,1,1,0,synthetic,unauthorized_role_assumption,syn-std-th-6078,1
2026-04-23T23:44:54Z,s3.amazonaws.com,GetObject,eu-west-1,10.10.15.22,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,1,23,1,3,0,0,0,0,synthetic,none,syn-std-bg-2127,0
2026-04-27T09:42:19Z,iam.amazonaws.com,PassRole,eu-west-1,104.244.76.13,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,1,1,9,0,40,1,1,1,0,synthetic,pass_role_privilege_escalation,syn-std-th-8053,1
2026-04-03T23:09:38Z,iam.amazonaws.com,AttachRolePolicy,us-east-2,192.168.1.51,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,1,23,1,27,1,1,1,0,synthetic,privilege_escalation_role_policy,syn-std-th-6039,1
2026-04-23T02:09:09Z,s3.amazonaws.com,ListBuckets,us-east-1,192.168.1.88,curl/7.88.1,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,0,0,2,1,17,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-1744,1
2026-04-02T10:27:03Z,iam.amazonaws.com,CreateAccessKey,us-east-2,45.154.255.99,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,1,0,10,0,33,0,1,1,0,synthetic,rogue_credential_creation,syn-std-th-5717,1
2026-04-23T12:09:09Z,s3.amazonaws.com,ListBuckets,us-east-1,192.168.10.40,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:role/DevOpsAdminRole,AssumedRole,DevOpsAdminRole,0,0,12,0,15,0,0,0,0,synthetic,none,syn-std-bg-7798,0
2026-04-21T14:08:05Z,iam.amazonaws.com,UpdateAccessKey,us-east-1,192.168.1.50,AWS Management Console,arn:aws:iam::123456789012:user/alice_lead_dev,IAMUser,alice_lead_dev,0,0,14,0,6,0,1,0,1,synthetic,none,syn-std-bg-4084,0
2026-04-06T03:10:28Z,iam.amazonaws.com,ListUsers,us-east-1,10.10.15.23,Boto3/1.28.0 Python/3.10.6,arn:aws:iam::123456789012:role/AppBackendServiceRole,AssumedRole,AppBackendServiceRole,0,0,3,1,2,0,0,0,0,synthetic,none,syn-std-bg-6422,0
2026-04-12T00:30:08Z,iam.amazonaws.com,AttachUserPolicy,us-east-2,104.244.76.13,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,1,1,0,1,23,1,1,0,0,synthetic,privilege_escalation_user_policy,syn-std-th-3624,1
2026-04-23T17:30:27Z,iam.amazonaws.com,PassRole,us-east-1,172.16.47.90,AWS Management Console,arn:aws:iam::123456789012:user/bob_contractor,IAMUser,bob_contractor,1,0,17,0,24,0,1,0,1,synthetic,none,syn-std-bg-3293,0
2026-04-23T10:28:29Z,iam.amazonaws.com,CreateAccessKey,us-west-2,10.50.2.11,aws-cli/2.11.0 Python/3.11.2,arn:aws:iam::123456789012:user/carol_secops,IAMUser,carol_secops,0,0,10,0,35,0,1,0,0,synthetic,rogue_credential_creation,syn-std-th-2066,1
